round,dataset,auroc,accuracy,tpr_at_fpr,fpr
iter4,eval_ai_dilemmas,0.998053633217993,0.9558823529411765,0.9705882352941176,0.01
iter4,eval_ant_hh,0.7667631989307195,0.7089552238805971,0.26865671641791045,0.01
iter4,eval_balanced_refusal,0.91015,0.8275,0.66,0.01
iter4,eval_daily_dilemmas,0.9853706788837984,0.9081632653061225,0.3979591836734694,0.01
iter4,mean,0.9150843777581277,0.850125210531974,0.5743010338463744,0.01
iter5,eval_ai_dilemmas,0.9965397923875432,0.9779411764705882,0.9558823529411765,0.01
iter5,eval_ant_hh,0.7430385386500334,0.7014925373134329,0.0,0.01
iter5,eval_balanced_refusal,0.9384250000000001,0.855,0.755,0.01
iter5,eval_daily_dilemmas,0.9831320283215326,0.9489795918367347,0.5816326530612245,0.01
iter5,mean,0.9152838398397773,0.870853326405189,0.5731287515006003,0.01
