concept,arm,vintage,seed,dataset,n_rows,auroc_pipeline,auroc_rank
hu_harm,deepseekv4pro,0,42,eval_ai_dilemmas,136,0.5377378892733564,0.5490916955017301
hu_harm,deepseekv4pro,0,43,eval_ai_dilemmas,136,0.5007569204152249,0.5304930795847751
hu_harm,deepseekv4pro,0,44,eval_ai_dilemmas,136,0.5001081314878892,0.5223832179930795
hu_harm,deepseekv4pro,0,45,eval_ai_dilemmas,136,0.5200043252595156,0.5532006920415224
hu_harm,deepseekv4pro,0,46,eval_ai_dilemmas,136,0.5080017301038062,0.5283304498269896
hu_harm,deepseekv4pro,0,47,eval_ai_dilemmas,136,0.5001081314878892,0.5220588235294117
hu_harm,deepseekv4pro,0,48,eval_ai_dilemmas,136,0.5003243944636678,0.5109212802768166
hu_harm,deepseekv4pro,0,49,eval_ai_dilemmas,136,0.5237889273356402,0.5484429065743945
hu_harm,deepseekv4pro,0,50,eval_ai_dilemmas,136,0.5006487889273357,0.521734429065744
hu_harm,deepseekv4pro,0,51,eval_ai_dilemmas,136,0.5363321799307957,0.5717993079584774
hu_harm,deepseekv4pro,1,42,eval_ai_dilemmas,136,0.49891868512110726,0.4959991349480969
hu_harm,deepseekv4pro,1,43,eval_ai_dilemmas,136,0.49307958477508657,0.49253892733564014
hu_harm,deepseekv4pro,1,44,eval_ai_dilemmas,136,0.501621972318339,0.5007569204152249
hu_harm,deepseekv4pro,1,45,eval_ai_dilemmas,136,0.49718858131487886,0.497621107266436
hu_harm,deepseekv4pro,1,46,eval_ai_dilemmas,136,0.49448529411764713,0.4939446366782007
hu_harm,deepseekv4pro,1,47,eval_ai_dilemmas,136,0.4996756055363322,0.4981617647058824
hu_harm,deepseekv4pro,1,48,eval_ai_dilemmas,136,0.4991349480968858,0.49935121107266434
hu_harm,deepseekv4pro,1,49,eval_ai_dilemmas,136,0.5056228373702422,0.5058391003460206
hu_harm,deepseekv4pro,1,50,eval_ai_dilemmas,136,0.5058391003460208,0.5054065743944637
hu_harm,deepseekv4pro,1,51,eval_ai_dilemmas,136,0.5045415224913494,0.5038927335640138
hu_harm,deepseekv4pro,2,42,eval_ai_dilemmas,136,0.4944852941176471,0.4948096885813149
hu_harm,deepseekv4pro,2,43,eval_ai_dilemmas,136,0.4958910034602076,0.49632352941176466
hu_harm,deepseekv4pro,2,44,eval_ai_dilemmas,136,0.4965397923875432,0.49653979238754326
hu_harm,deepseekv4pro,2,45,eval_ai_dilemmas,136,0.49848615916955014,0.4995674740484429
hu_harm,deepseekv4pro,2,46,eval_ai_dilemmas,136,0.49372837370242223,0.4949178200692042
hu_harm,deepseekv4pro,2,47,eval_ai_dilemmas,136,0.49989186851211076,0.5012975778546713
hu_harm,deepseekv4pro,2,48,eval_ai_dilemmas,136,0.49178200692041524,0.49307958477508645
hu_harm,deepseekv4pro,2,49,eval_ai_dilemmas,136,0.5,0.5006487889273357
hu_harm,deepseekv4pro,2,50,eval_ai_dilemmas,136,0.49826989619377166,0.49978373702422146
hu_harm,deepseekv4pro,2,51,eval_ai_dilemmas,136,0.49837802768166095,0.5009731833910035
hu_harm,deepseekv4pro,3,42,eval_ai_dilemmas,136,0.504325259515571,0.5037846020761245
hu_harm,deepseekv4pro,3,43,eval_ai_dilemmas,136,0.503135813148789,0.5060553633217992
hu_harm,deepseekv4pro,3,44,eval_ai_dilemmas,136,0.49935121107266434,0.5020544982698962
hu_harm,deepseekv4pro,3,45,eval_ai_dilemmas,136,0.5075692041522492,0.5071366782006921
hu_harm,deepseekv4pro,3,46,eval_ai_dilemmas,136,0.4990268166089965,0.49924307958477515
hu_harm,deepseekv4pro,3,47,eval_ai_dilemmas,136,0.5042171280276816,0.5034602076124568
hu_harm,deepseekv4pro,3,48,eval_ai_dilemmas,136,0.502378892733564,0.5045415224913495
hu_harm,deepseekv4pro,3,49,eval_ai_dilemmas,136,0.5104887543252595,0.5084342560553633
hu_harm,deepseekv4pro,3,50,eval_ai_dilemmas,136,0.5051903114186851,0.5028114186851211
hu_harm,deepseekv4pro,3,51,eval_ai_dilemmas,136,0.5180579584775087,0.516219723183391
hu_harm,gptoss120b,0,42,eval_ai_dilemmas,136,0.5377378892733564,0.5490916955017301
hu_harm,gptoss120b,0,43,eval_ai_dilemmas,136,0.5007569204152249,0.5304930795847751
hu_harm,gptoss120b,0,44,eval_ai_dilemmas,136,0.5001081314878892,0.5223832179930795
hu_harm,gptoss120b,0,45,eval_ai_dilemmas,136,0.5200043252595156,0.5532006920415224
