round,dataset,auroc,accuracy,tpr_at_fpr,fpr
iter0,eval_ai_dilemmas,0.8429930795847751,0.5220588235294118,0.088235294117647,0.01
iter0,eval_ant_hh,0.7392515036756516,0.6940298507462687,0.0895522388059701,0.01
iter0,eval_balanced_refusal,0.8780375,0.77,0.465,0.01
iter0,eval_daily_dilemmas,0.9224281549354436,0.8163265306122449,0.6428571428571429,0.01
iter0,mean,0.8456775595489676,0.7006038012219813,0.32141116894519,0.01
iter1,eval_ai_dilemmas,0.8414792387543253,0.5294117647058824,0.4411764705882353,0.01
iter1,eval_ant_hh,0.7277790153709066,0.664179104477612,0.0895522388059701,0.01
iter1,eval_balanced_refusal,0.9179,0.6875,0.68,0.01
iter1,eval_daily_dilemmas,0.9447105372761349,0.6683673469387755,0.4693877551020408,0.01
iter1,mean,0.8579671978503417,0.6373645540305675,0.4200291161240616,0.01
iter2,eval_ai_dilemmas,0.9377162629757786,0.7279411764705882,0.4705882352941176,0.01
iter2,eval_ant_hh,0.7257741145021164,0.6791044776119403,0.1492537313432835,0.01
iter2,eval_balanced_refusal,0.8178500000000001,0.69,0.505,0.01
iter2,eval_daily_dilemmas,0.9720949604331528,0.8979591836734694,0.3673469387755102,0.01
iter2,mean,0.863358834477762,0.7487512094389994,0.3730472263532278,0.01
iter3,eval_ai_dilemmas,0.909818339100346,0.6691176470588235,0.5441176470588235,0.01
iter3,eval_ant_hh,0.6882379149030964,0.6343283582089553,0.0895522388059701,0.01
iter3,eval_balanced_refusal,0.8994125,0.685,0.595,0.01
iter3,eval_daily_dilemmas,0.9574656393169514,0.8571428571428571,0.4183673469387755,0.01
iter3,mean,0.8637335983300984,0.711397215602659,0.4117593082008922,0.01
iter4,eval_ai_dilemmas,0.8977076124567474,0.6029411764705882,0.4411764705882353,0.01
iter4,eval_ant_hh,0.6830028959679216,0.6119402985074627,0.0597014925373134,0.01
iter4,eval_balanced_refusal,0.90075,0.655,0.7,0.01
iter4,eval_daily_dilemmas,0.9372657226155768,0.7755102040816326,0.2244897959183673,0.01
iter4,mean,0.8546815577600614,0.6613479197649208,0.356341939760979,0.01
iter5,eval_ai_dilemmas,0.7893598615916955,0.5588235294117647,0.2647058823529412,0.01
iter5,eval_ant_hh,0.6740922254399644,0.6194029850746269,0.1044776119402985,0.01
iter5,eval_balanced_refusal,0.887125,0.6625,0.46,0.01
iter5,eval_daily_dilemmas,0.929092044981258,0.7295918367346939,0.173469387755102,0.01
iter5,mean,0.8199172830032295,0.6425795878052714,0.2506632205120854,0.01
